ОГРН предприятия;Код ОКПД2 продукции, включенной в реестр по ПП 719
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1045206965055;29.10.30.110
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1045206965055;29.10.30.110
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.11.120
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1152224000840;28.14.13
1035010202809;14.12.21.120
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.190
1025902466501;32.99.11.190
1025902466501;32.99.11.190
1025902466501;32.99.11.190
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.160
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1025902466501;32.99.11.170
1077847499465;31.01.11.150
1077847499465;31.01.12.160
1077847499465;31.01.11.150
1077847499465;31.01.12.160
1143702029745;14.11.10.113
1143702029745;14.11.10.113
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1143702029745;14.12
1046602640336;31.01.12
1046602640336;31.01.12
1163850085123;30.12.12
1046602640336;31.09.12.125
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1163850085123;30.12.12
1046602640336;31.09.12.120
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1163850085123;30.12.12
1046602640336;31.09.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1163850085123;30.12.12
1046602640336;31.09.12
1046602640336;31.01.12
1046602640336;31.09.13
1046602640336;31.09.12.139
1046602640336;31.09.12.120
1046602640336;
1046602640336;31.09.12.121
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.01.12
1163850085123;30.12.12
1046602640336;31.09.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.09.12.130
1046602640336;31.01.12
1046602640336;31.09.12.123
1046602640336;31.09.12.123
1163850085123;30.12.12
1046602640336;31.09.12
1046602640336;31.01.12
1046602640336;31.01.12
1046602640336;31.09.12.131
304667430800266;14.12.30.120
304667430800266;14.12.30.140
304667430800266;14.12.30.190
304667430800266;14.12.30.130
304667430800266;14.12.30.130
304667430800266;14.12.30.140
304667430800266;14.12.30.140
304667430800266;14.12.30.130
304667430800266;14.12.30.120
304667430800266;14.12.30.120
1167325065181;31.02.10.130
1167325065181;31.02.10.120
1167325065181;31.09.13.190
1167325065181;31.02.10.110
1167325065181;31.01.12.190
1167325065181;31.01.12.160
1167325065181;31.01.12.150
1167325065181;31.01.12.140
1167325065181;31.01.12.139
1167325065181;31.01.12.133
1167325065181;31.01.12.132
1167325065181;31.01.12.131
1167325065181;31.01.12.130
1167325065181;31.09.13.149
1167325065181;31.01.12.129
1167325065181;31.01.12.123
1167325065181;31.01.12.122
1167325065181;31.01.12.121
1167325065181;31.01.12.120
1167325065181;31.01.12.110
1167325065181;31.01.11.190
1167325065181;31.01.11.150
1167325065181;31.01.11.140
1167325065181;31.01.11.130
1167325065181;31.09.13.144
1167325065181;31.01.11.129
1167325065181;31.01.11.123
1167325065181;31.01.11.122
1167325065181;31.01.11.121
1167325065181;31.01.11.120
1167325065181;31.09.13.143
1167325065181;31.09.13.142
1167325065181;31.09.13.141
1167325065181;31.09.13.140
1167325065181;31.09.12.123
1167325065181;31.09.13.120
1167325065181;31.09.12.120
1167325065181;31.09.11.120
1167325065181;31.09.13.110
1167325065181;31.09.12.139
1167325065181;31.09.12.133
1167325065181;31.09.12.132
1167325065181;31.09.12.131
1167325065181;31.09.12.130
1167325065181;31.09.12.129
1167325065181;31.09.12.124
1167325065181;31.09.12.110
1167325065181;31.09.12.122
1167325065181;31.09.12.121
1167325065181;31.09.12.119
1167325065181;31.09.12.111
1167325065181;31.01.11.110
1167325065181;31.09.11.190
1167325065181;31.09.11.130
1167325065181;31.09.11.110
1167325065181;31.02.10.190
1037601206642;22.29.25
1037601206642;22.29.25
1035010202809;14.12.30.132
1037601206642;22.29.25
1037601206642;22.29.25
1022102434056;13.95.10
1037601206642;22.29.25
1022102434056;13.95.10
1024700880324;17.12.79
1037601206642;22.29.25
1024700880324;17.12.71
1024700880324;17.12.79
1024700880324;17.12.14.112
1024700880324;17.12.14.160
1024700880324;17.12.14.160
1024700880324;17.11.14.110
1056162001950;27.51.13.110
1037601206642;22.29.25
1056162001950;27.51.13.110
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
1037601206642;22.29.25
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
5167746482041;14.12
1145047003551;14.12.11.120
1145047003551;14.12.21.120
1145047003551;14.12.11.120
1145047003551;14.12.21.120
1145047003551;14.12.11.120
1145047003551;14.12.11.120
1145047003551;14.12.11.120
1145047003551;14.12.11.120
1037601206642;22.29.25
1145047003551;14.12.11.120
1145047003551;14.12.30.131
1145047003551;14.12.21.120
1145047003551;14.12.11.120
1145047003551;14.12.11.120
1145047003551;14.12.11.120
1145047003551;14.12.21.120
1145047003551;14.12.11.120
1037601206642;22.29.25
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1207700152373;25.99.29.190
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1167456139300;15.20.3
1035010202809;14.12.30.131
1207700152373;25.99.29.190
1027402548271;15.20.32
1207700152373;25.99.29.190
1027402548271;15.20.14
1027402548271;15.20.13
1027402548271;15.20.12
1027402548271;15.20.11
1027402548271;15.20
1207700152373;25.99.29.190
1101327000532;27.32.14.110
1101327000532;27.32.13.110
1101327000532;27.32.14.120
1101327000532;27.32.13.120
1101327000532;27.32.14.110
1101327000532;27.32.14.120
1101327000532;27.32.14.120
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.14.120
1101327000532;27.32.14.120
1207700152373;25.99.29.190
1101327000532;27.32.13.120
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.14.110
1101327000532;27.32.13.120
1101327000532;27.32.14.111
1101327000532;27.32.14.110
1101327000532;27.32.14.110
1101327000532;27.32.14.110
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.13.120
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.14.110
1101327000532;27.32.13.110
1101327000532;27.32.13.110
1101327000532;27.32.13.120
1106440000644;13.20.31
1106440000644;13.20.31
1083536000250;16.23.20.130
1083536000250;16.23.20.130
1083536000250;16.23.20.130
1083536000250;16.23.20.130
1024301308976;22.29.29.190
1024301308976;22.29.29.190
1024301308976;22.29.29.190
1024301308976;22.29.29.190
1024301308976;22.19.73.120
1024301308976;22.19.73.120
1024301308976;22.19.20.120
1024301308976;22.19.20.120
1024301308976;22.19.20.120
1024301308976;22.19.20.120
315910200011739;14.13
1026102576444;28.29.11.130
315910200011739;14.13
1147453001860;28.29.60
315910200011739;14.13
315910200011739;14.13
315910200011739;14.13
1147453001860;28.29.60
315910200011739;14.13
1174827007079;31.01.12
1147453001860;28.29.60
315910200011739;14.13
1174827007079;31.01.11
1174827007079;31.09.11
1174827007079;31.09.12.120
1174827007079;31.09.12.131
1174827007079;31.09.13
1167456097588;29.10.59.320
1147453001860;28.29.60
315910200011739;14.13
1167456097588;28.92.27.120
1167456097588;28.92.21.120
1027809208624;15.20.3
1147453001860;28.29.60
315910200011739;14.13
1147453001860;28.29.60
315910200011739;14.13
1033600008716;31.01.12
1147453001860;28.29.6
315910200011739;14.13
1033600008716;31.01.12
1033600008716;31.01.12
1033600008716;31.02.10
1033600008716;31.01.12
1033600008716;31.09.13
1033600008716;31.09.13
315910200011739;14.13
1027739708270;26.60.11.113
315910200011739;14.13
1027739708270;26.60.11.113
1027739708270;26.60.11.113
1027739708270;26.60.11.113
1027739708270;26.60.11.113
1027739708270;26.60.11.113
1026605624451;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1096025001907;27.12.10.110
1107452001271;29.10.59.130
315910200011739;14.14.21
1107452001271;29.10.59.130
1096025001907;27.12.10.110
1107452001271;29.10.59.130
1096025001907;27.12.10.110
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
315910200011739;14.14.23
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1121831007759;30.30.32.120
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1107452001271;29.10.59.130
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1107452001271;29.10.59.130
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1095252000744;15.20.32.129
1107452001271;29.10.59.130
1105543001706;31.01.11.130
1107452001271;29.10.59.130
1105543001706;31.01.11.130
1107452001271;29.10.59.130
1153668042989;14.12.30.150
1025902031760;13.20.20.125
1153668042989;14.12.30.150
1153668042989;14.12.30.150
1153668042989;14.12.30.150
1153668042989;14.12.30.150
1037739238503;15.20.32.129
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
1025902031760;13.20.31.122
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
313231110100037;31.01.12.160
1156234012637;28.41.21.110
1025902031760;13.20.32.190
1156234012637;28.41.21.110
1156234012637;28.41.21.110
1156234012637;28.41.21.110
1025902031760;13.20.32.190
1025902031760;13.20.31.122
1117746147859;26.20.40.110
1117746147859;26.20.40.110
1031000028630;16.10.10.112
1031000028630;16.10.10.111
1131001014539;16.10.10.112
1131001014539;16.10.10.111
1117449002846;27.33.11.110
1117449002846;27.33.11.110
1117449002846;27.33.11.110
1116613000195;15.12.12.110
1116613000195;15.12.12.192
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;15.12.12.192
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1026200557525;21.20.24.131
1116613000195;
1116613000195;13.92.29.190
1116613000195;
1116613000195;13.92.29.190
1116613000195;14.19.31.130
1116613000195;14.19.31.130
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;13.92.29.190
1116613000195;14.19.31.130
1116613000195;13.92.29.190
1116613000195;25.40.14.190
1116613000195;13.92.29.190
1116613000195;14.14.25.120
1116613000195;14.19.31.130
1116613000195;13.92.29.190
1116613000195;14.19.31.130
1116613000195;14.19.31.130
1116613000195;14.19.31.130
1116613000195;14.19.31.130
